Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Fondos | Creadores Escénicos 2025 México,Fondos | Creadores Escénicos 2025 México,,https://convocatorias.cultura.gob.mx/vigentes/detalle/3901/creadores-escenicos-2025,México,"June 6, 2025",Yes,SACPC Gobierno de México,,No,"Convocatoria dirigida a intérpretes de artes escénicas mexicanos interesados en realizar proyectos de formación, interpretación, participación en funciones o transmisión de conocimiento artístico. Se ofrecen hasta 90 estímulos económicos en las siguientes categorías: Creador escénico en formación, Creador escénico A, Creador escénico B y Creador escénico con trayectorias con residencia en México.",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3901/creadores-escenicos-2025,Fondos,"Escénicas, Música, Danza, Teatro",2025-06-03 08:20:00,,,No,No,,No,,,No,,,Sin cargo,Música,,MXN,,False,,,False
Premio | Premio Nacional de Artes y Literatura (PNAL) 2025,Premio | Premio Nacional de Artes y Literatura (PNAL) 2025,,https://convocatorias.cultura.gob.mx/vigentes/detalle/3896/premio-nacional-de-artes-y-literatura-pnal-2025,México,"July 31, 2025",Yes,Gobierno de México,,No,"Dirigido exclusivamente a personas mexicanas por nacimiento o naturalización con trayectoria en lingüística y literatura, bellas artes, historia, ciencias sociales, filosofía o artes y tradiciones populares. No requiere pago para postulación. El premio otorga $823,313.95 MXN y medalla de oro por disciplina; no está abierto a artistas de otros países latinoamericanos.",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3896/premio-nacional-de-artes-y-literatura-pnal-2025,Premio,"Literatura, Visuales",2025-06-03 08:20:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,82331395.0,MXN,4692889.515000001,True,,,False
Apoyo | Programa de Apoyo a la Traducción (PROTRAD) 2025,Apoyo | Programa de Apoyo a la Traducción (PROTRAD) 2025,,https://convocatorias.cultura.gob.mx/vigentes/detalle/3892/protrad-2025,México,"June 20, 2025",Yes,Secretaría de Cultura del Gobierno de México,,No,"Dirigido a editoriales legalmente establecidas (nacionales y extranjeras) para fomentar la traducción y publicación de obras literarias. El programa abarca disciplinas como arte, estudios de género, humanidades y literatura (incluida la infantil y juvenil). Se priorizarán proyectos que destaquen el trabajo de escritoras y traductoras de lenguas originarias, promoviendo su conservación y difusión. Se pueden concursar montos de hasta $300,000 MXN para proyectos a 12 meses (Categoría A) o hasta $800,000 MXN para proyectos a 18 meses (Categoría B), con el objetivo de traducir obras entre español, otros idiomas y lenguas indígenas.",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3892/protrad-2025,Apoyo,"Literatura, Traducción, Editoriales, Otras",2025-06-03 08:20:00,,,No,No,,No,,,No,,,Sin cargo,Literatura,300000.0,MXN,17100.0,True,,,False
"Premio | XVI Concurso Nacional de Fotografía ""Fiestas tradicionales de mi pueblo""","Premio | XVI Concurso Nacional de Fotografía ""Fiestas tradicionales de mi pueblo""",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3866/XVl-concurso-fiestas-tradicionales-de-mi-pueblo,México,"July 18, 2025",Yes,Secretaría de Cultura del Gobierno de México,,No,"Dirigido a cualquier persona residente en México, preferentemente fotógrafos de la comunidad local, a capturar y documentar las Fiestas Tradicionales de su pueblo en México. Se aceptan hasta cinco fotografías inéditas por participante, tomadas entre 2023 y 2025. Los premios son de $30,000 para el primer lugar, $20,000 para el segundo, $15,000 para el tercero y $3,000 para cinco menciones honoríficas. No está abierta a artistas de Latinoamérica fuera de México.",,https://convocatorias.cultura.gob.mx/vigentes/detalle/3866/XVl-concurso-fiestas-tradicionales-de-mi-pueblo,Premio,"Visuales, Fotografía",2025-06-03 08:21:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,30000.0,MXN,1710.0,True,,,False
Apoyo | Colombia Creativa Tercera Generación: Profesionalización de Artistas de Buenaventura,Apoyo | Colombia Creativa Tercera Generación: Profesionalización de Artistas de Buenaventura,,https://stoeu2prdsinic.blob.core.windows.net/otros-contenidos/convocatorias/CONVOCATORIA%20COLOMBIA%20CREATIVA%20Profesionalizaci%C3%B3n%20Buenaventura.pdf,Colombia,"June 6, 2025",Yes,"Ministerio de las Culturas, las Artes y los Saberes y la Universidad del Valle de Colombia",,No,"Convocatoria dirigida a artistas y formadores de música y danza residentes en Buenaventura, interesados en obtener el título de licenciatura en estas áreas. El programa se desarrollará en modalidad presencial intensiva en Cali y Buenaventura, con apoyo tecnológico, y cubrirá los gastos asociados al proceso formativo. Se requiere disponibilidad de tiempo para cursar la formación. Exclusivo para residentes en Buenaventura, Colombia.",,https://www.mincultura.gov.co/convocatorias,Apoyo,"Música, Danza",2025-06-03 08:40:00,,,No,No,,No,,,No,,,Sin cargo,Música,,COP,,False,,,False
Beca | CCL Fellowship 2026,Beca | CCL Fellowship 2026,,https://www.e-flux.com/announcements/671953/ccl-fellowship/,EEUU,"June 30, 2025",Yes,Center for Curatorial Leadership,,No,"Dirigido a curadores sénior o consolidados de museos de arte de Norteamérica y del extranjero, seleccionando hasta doce participantes anualmente. El programa, que se extiende de enero a mayo o junio, incluye dos semanas intensivas en Nueva York con clases de la Columbia Business School, una residencia individual de cinco días con un director de museo, y una semana de cierre, enfocándose en temas como gestión del cambio, finanzas y estrategia. Los participantes deben comprometerse a una inmersión total en el programa, que cubre la mayoría de los gastos de viaje, alojamiento y alimentación.",,https://www.curatorialleadership.org/programs/ccl-program/,Beca,"Otras, Curaduría, Historia del Arte",2025-06-03 09:03:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,USD,,False,,,False
Residencia | PRAXIS Programa de estudios 2025,Residencia | PRAXIS Programa de estudios 2025,,https://www.e-flux.com/announcements/672069/praxis-study-programme-2025/,España,"June 29, 2025",Yes,fluent,,No,"La tercera edición del programa educativo presencial se desarrollará del 8 de septiembre al 12 de diciembre de 2025. Este programa de 14 semanas (180 horas) busca fomentar un aprendizaje teórico-práctico sobre los sistemas que rigen nuestra vida, estructurado en cuatro módulos: Dimensión Vital, Dimensión del Lenguaje e Identidad, Dimensión Estructural y Dimensión Corporal y en Movimiento. Se invita a postular a profesionales de diversas áreas de las artes y humanidades, ofreciendo alojamiento gratuito y cuatro becas. El programa se impartirá en inglés y español, y tiene una cuota de matrícula de 1.500 EUR, salvo para los becados.",,https://fluentfluent.org/praxis,Residencia,Multidisciplinar,2025-06-03 09:08:00,,,No,No,,No,,,No,,,Pago,Otras,1500.0,EUR,1620.0,True,,,False
Premio | 19º Premio Internacional Manga de Japón,Premio | 19º Premio Internacional Manga de Japón,,https://www.argentina.gob.ar/capital-humano/educacion/campusargentinaglobal/becas-extranjero/premio-internacional-manga-de-japon,Japón,"June 30, 2025",Yes,Ministerio de Asuntos Exteriores de Japón ,,No,"Dirigido a personas de todo el mundo interesadas en el manga; no requiere pago; disciplina: manga (dibujo, guión y creación de cómics); el premio principal incluye trofeo y viaje financiado a Japón, sin monto de dinero estipulado; abierto a artistas de Latinoamérica.",,https://www.manga-award.mofa.go.jp/en/application/19/index.html,Premio,"Otras, Manga, Ilustración",2025-06-07 22:12:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,JPY,,False,,,False
Residencia | perfocraZe International Artist Residency 2026,Residencia | perfocraZe International Artist Residency 2026,,https://contemporaryand.com/exhibition/perfocraze-international-artist-residency-3/,Ghana,"June 28, 2025",Yes,crazinisT artisT studiO,,No,"Dirigido a artistas internacionales y locales a presentar sus solicitudes para la octava edición anual ( pIAR  2026) . Los seleccionados permanecerán un mínimo de cuatro semanas entre el 1 de enero y el 31 de agosto de 2026. Los artistas residentes recibirán orientación para desarrollar sus proyectos, centrándose en procesos, colaboraciones, investigaciones críticas, investigación, networking y experimentación. Los participantes tendrán la oportunidad de compartir sus experiencias mediante debates, talleres de investigación, presentaciones, charlas artísticas y conferencias con artistas, estudiantes y la comunidad local ghaneses. ",,https://www.crazinistartist.com/https-www.crazinistartist.com-applyforpiar2026/,Residencia,"Visuales, Escénicas, Performance, ",2025-06-07 22:13:00,,,No,No,,No,,,No,,,Pago,Escénicas,,,,False,,,False
Beca | Programa de Becas de Investigación de Archivos,Beca | Programa de Becas de Investigación de Archivos,,https://contemporaryand.com/exhibition/archives-research-fellowship-program/,EEUU,"June 30, 2025",Yes,Centro David C. Driskell de la Universidad de Maryland,,No,"El programa ofrece dos becas de residencia de bajo costo a lo largo del año académico. Cada becario recibirá un estipendio de $3,000, pagado en dos plazos, junto con apoyo para gastos de viaje y alojamiento para una residencia de corta duración de hasta tres semanas en el Centro. Se reciben solicitudes de académicos, artistas y trabajadores culturales cuyo trabajo se relacione con el arte negro, la historia del arte y la cultura visual.",,https://driskellcenter.umd.edu/news/call-applications-archives-research-fellowship-program-driskell-center,Beca,"Otras, Investigación",2025-06-07 22:13:00,,,No,No,,No,,,No,,,Sin cargo,Otras,3000.0,USD,3000.0,True,,,False
Convocatoria | PAMM Digital Art Commissions,Convocatoria | PAMM Digital Art Commissions,,https://contemporaryand.com/exhibition/open-call-for-digital-art-commissions/,EEUU,"June 30, 2025",Yes,Pérez Art Museum Miami,,No,"El programa ofrece apoyo financiero para producir obras digitales experimentales en el sur de Florida, Latinoamérica, el Caribe y la diáspora africana. Los artistas seleccionados podrán recibir premios que oscilan entre $1,000 y $15,000 durante un período estimado de 12 meses. Disciplinas: arte digital, como videoarte, cine, realidad aumentada, net art, escultura 3D, videojuegos, realidad virtual y arte generativo.",,https://www.pamm.org/es/convocatoria-abierta-para-comisiones-de-arte-digital/,Convocatoria,"Visuales, Arte Digital",2025-06-07 22:13:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,1000.0,USD,1000.0,True,15000.0,,True
Convocatoria | Exposición Colectiva FUTURISMO,Convocatoria | Exposición Colectiva FUTURISMO,,https://app.datarte.art/convocatorias/arte-futurismo-2025-peru,Perú,"June 29, 2025",Yes,"Centro Cultural Casa Blanca, Arequipa",,No,"Dirigida a artistas nacionales e internacionales a participar en una exposición colectiva con el tema del FUTURISMO. La convocatoria está abierta a diversas disciplinas como pintura, collage, fotografía, escultura, instalación, literatura, video y performance. La exposición se inaugurará el 18 de julio de 2025 y durará aproximadamente un mes. A los artistas seleccionados se les otorgarán certificados de participación. Si bien la presentación es gratuita, los artistas no residentes deben cubrir el transporte de sus obras, o pueden optar por la impresión local (A3) por 90 soles (Perú) o 25 dólares (extranjeros) por obra. Para videos, el costo es de 50 soles (Perú) o 15 dólares (extranjeros) por video.",, https://forms.gle/F4zMwo4spXdnyEL38,Convocatoria,Visuales,2025-06-07 22:14:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,90.0,PEN,24.3,False,,,False
Convocatoria | Concurso Curatorial para el Pabellón Peruano en la 61ª Bienal de Arte de Venecia 2026,Convocatoria | Concurso Curatorial para el Pabellón Peruano en la 61ª Bienal de Arte de Venecia 2026,,https://app.datarte.art/convocatorias/concurso-curatorial-pabellon-peruano-bienal-venecia-2026,Perú,"June 30, 2025",Yes,Patronato Cultural del Perú,,No,"Dirigido a curadores y artistas peruanos para seleccionar el proyecto curatorial del Pabellón Peruano en la 61ª Bienal de Arte de Venecia 2026. Disciplina: artes visuales; únicamente abierto a peruanos, no a artistas de otros países latinoamericanos. No se informa monto de premio o apoyo económico para los seleccionados.",,https://pcp.org.pe/,Convocatoria,"Visuales, Otras, Curaduría",2025-06-07 22:14:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,PEN,,False,,,False
Convocatoria | Mexico International Short Film Festival - 20 SHORTS MÉXICO,Convocatoria | Mexico International Short Film Festival - 20 SHORTS MÉXICO,,https://festhome.com/festival/1160,México,"June 15, 2025",Yes,SHORTS MÉXICO,,No,"Convocatoria dirigida a realizadores de cortometrajes de todo el mundo, incluyendo Latinoamérica, producidos entre 2023 y 2025. Requiere pago de 6.66€ para inscripción en la competencia internacional. Abarca cortometrajes digitales, filmados en diversos formatos (35mm, 16mm, 8mm), grabados con dispositivos móviles o creados con inteligencia artificial.",,https://shortsmexico.com,Convocatoria,"Cine, Cortometrajes",2025-06-07 22:18:00,,,No,No,,No,,,No,,,Pago,Cine,6.66,EUR,7.192800000000001,False,80000000.0,5.248800000000001,True
Convocatoria | Sinistro Fest,Convocatoria | Sinistro Fest,,https://festhome.com/festival/6992,Brasil,"June 30, 2025",Yes,Sinistro Fest,,No,"Dirigido a cineastas de cualquier país; requiere pago de inscripción; disciplina: cortometrajes de terror, fantástico, animación y experimental; no se especifica un monto de premio en dinero; sí está abierta a artistas de Latinoamérica.",,https://www.sinistrofest.com/en,Convocatoria,"Cine, Cortometraje",2025-06-07 22:19:00,,,No,No,,No,,,No,,,Pago,Cine,,BRL,,False,,0.0,False
Convocatoria | 8 Insólito: Festival Internacional de Cine Fantástico,Convocatoria | 8 Insólito: Festival Internacional de Cine Fantástico,,https://festhome.com/festival/3475,Peru,"June 30, 2025",Yes,"El Último Cineclub SAC, Diva Producciones y la Biblioteca Miguelina Acosta",,No,Dirigido a cineastas de cualquier nacionalidad que presenten obras de terror y fantasía. Requiere pago de inscripción. Disciplinas: cine. Abierto a participantes de Latinoamérica. El festival se llevará a cabo del 23 de octubre al 2 de noviembre en la ciudad de Lima.,,https://insolitofestival.com,Convocatoria,"Cine, Terror, Fantasía",2025-06-07 22:19:00,,,No,No,,No,,,No,,,Pago,Cine,,,,False,,0.0,False
Convocatoria | XIV Festival de Cortometrajes K-lidoscopi,Convocatoria | XIV Festival de Cortometrajes K-lidoscopi,,https://festhome.com/festival/3827,España,"June 30, 2025",Yes,K-lidoscopi Associació Cultural,,No,"Dirigido a cineastas residentes en España a presentar cortometrajes (Argumental, Documental o Animación) de entre 1 y 30 minutos de duración, producidos a partir de 2024. requiere pago para participar. Disciplinas: cine en formato cortometraje. Las obras pueden ser en cualquier idioma, pero requieren subtítulos en valenciano o español si el original no está en uno de estos. El festival se realizará del 15 al 18 de octubre de 2025 en Cullera, España.",,https://festhome.com/festival/3827,Convocatoria,"Cine, Cortometraje",2025-06-07 22:19:00,,,No,No,,No,,,No,,,Pago,Cine,,EUR,,False,7560.000000000001,0.3456,True
Convocatoria | Festival CalleContemporánea Bejís 2025,Convocatoria | Festival CalleContemporánea Bejís 2025,,https://www.recursosculturales.com/festival-callecontemporanea-bejis/,España,"June 20, 2025",Yes,Artèria Cultural,,No,"Dirigido a creadoras y creadores de las artes escénicas y performativas; no requiere pago para ser considerado; disciplinas: danza contemporánea, teatro físico y performance; la oportunidad asigna un caché de 1.000 € por compañía seleccionada; está abierta internacionalmente, incluyendo artistas de Latinoamérica.",,https://arteriagestiocultural.es/proyectos_2/ccb-bejis2/,Convocatoria,"Escénicas, Danza, Performance, Microteatro",2025-06-07 22:23:00,,,No,No,,No,,,No,,,Sin cargo,Escénicas,1000.0,EUR,1080.0,True,,,False
Premio | “Art on Climate” International Illustration Competition,Premio | “Art on Climate” International Illustration Competition,,https://www.recursosculturales.com/art-on-climate-illustration-competition/,Hong Kong,"July 31, 2025",Yes, Fingertips Company Limited ,,No,"Dirigido a personas mayores de 18 años de cualquier país, sin costo de inscripción. Disciplinas: ilustración y animación (video); se otorgan premios de hasta 2.000 euros. Abierto a artistas de Latinoamérica.",,https://www.artonclimate.com,Premio,"Otras, Ilustración, Animación, Audiovisual",2025-06-07 22:24:00,,,No,No,,No,,,No,,,Sin cargo,Música,2000.0,EUR,2160.0,True,,,False
Beca | Laçzos Artísticos Programa de Movilidad Internacional,Beca | Laçzos Artísticos Programa de Movilidad Internacional,Destacar,https://oei.int/pt/escritorios/portugal/programa/laczos-artisticos/,Portugal,"August 31, 2025",Yes,OEI - Direção-Geral das Artes de Portugal,,No,"Dirigido a artistas individuales mayores de 18 años, residentes o nacionales de un país miembro de la OEI y/o miembro de la CPLP. Este programa busca impulsar el intercambio y perfeccionamiento artístico en Iberoamérica y la Comunidad de Países de Lengua Portuguesa. Las áreas artísticas aceptadas incluyen artes visuales, artes escénicas, artes callejeras e interdisciplinariedad. Es importante destacar que no se permiten proyectos en el mismo país de residencia del solicitante. Otorga 2.250 euros a cada uno de los 11 seleccionados y está abierta para artistas de Latinoamérica.",,https://oei.int/oficinas/portugal/programas/laczos-artisticos/,Beca,Multidisciplinar,2025-06-07 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Otras,2250.0,EUR,2430.0,True,,,False
Fondos | Ayuda a la programación musical 2025,Fondos | Ayuda a la programación musical 2025,,https://www.ibermusicas.org/index.php/ibermusicas-abre-as-suas-convocatorias-2025/,Múltiples Países,"October 1, 2025",Yes,Ibermúsicas,,No,"Dirigida a festivales, ferias, mercados, salas de concierto y otras instituciones culturales, educativas y entidades públicas y privadas de 15 países iberoamericanos que estén registradas en el Catálogo de Ibermúsicas. Su objetivo es incentivar la invitación de agentes del sector musical de otros países para participar en sus programaciones y eventos, cubriendo exclusivamente los gastos de traslado de los invitados. El monto máximo de ayuda por proyecto es de USD 8.000 (ocho mil dólares estadounidenses) o € 8.000 (ocho mil euros) para proyectos de España y Portugal. Se priorizarán propuestas conjuntas entre instituciones de distintas ciudades para fomentar corredores culturales, y la ayuda se destina únicamente a la movilidad de agentes musicales no domiciliados en el país de la entidad solicitante.",,https://www.ibermusicas.org/index.php/convocatorias/,Fondos,"Música, Festivales, Eventos, Ciclos",2025-06-07 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Música,8000.0,EUR,8640.0,True,,,False
Premio | Giga-Hertz Production Awards 2025,Premio | Giga-Hertz Production Awards 2025,,https://on-the-move.org/news/zkm-hertz-lab-swr-experimentalstudio-giga-hertz-production-awards-2025-germany,Alemania,"July 1, 2025",Yes,ZKM | Hertz-Lab / SWR Experimentalstudio,,No,"Dirigido a compositores de cualquier país, sin restricción geográfica, que trabajen en música electrónica, arte sonoro, performance experimental e interdisciplinar. No requiere pago para participar. El monto por premio de producción es de 5.000 €, y la convocatoria está abierta para artistas de Latinoamérica.",,https://zkm.de/en/open-call-giga-hertz-award-2025,Premio,"Música, Composición, Música electrónica, Arte sonoro",2025-06-07 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Música,5000.0,EUR,5400.0,True,,,False
Residencia | ‘Hit the Wall’ 2025 International Young Artists Residency on Mural Art,Residencia | ‘Hit the Wall’ 2025 International Young Artists Residency on Mural Art ,Destacar,https://on-the-move.org/news/taipei-city-government-hit-wall-2025-international-young-artists-residency-mural-art-taiwan,Taiwan,"June 30, 2025",Yes,Taipei City Government,,No,"Dirigido a artistas individuales de entre 20 y 45 años, especializados en pintura plana, grafiti, muralismo o disciplinas interdisciplinarias afines. Se seleccionarán hasta ocho artistas internacionales. Este programa ofrece a los artistas internacionales pasajes de ida y vuelta en clase turista y gastos de transporte. Además, todos los artistas residentes participantes recibirán estipendios para gastos de manutención, materiales creativos, herramientas y alojamiento. El período de residencia está previsto entre el 1 de septiembre y el 1 de diciembre de 2025. La duración de la residencia será de al menos 30 días y un máximo de 90 días.",,https://english.gov.taipei/News_Content.aspx?n=A11F01CFC9F58C83&s=213C21B2A606700D,Residencia,"Visuales, Diseño, Grafiti, Muralismo",2025-06-07 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,,,False,,,False
