Nombre,Resumen generado por la IA,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Requisitos,Robot Requisitos,Obtener Disciplina,Requisitos,Instituciones,Tutorial,URL Tutorial,Texto Tutorial,Inscripcion,Disciplina Limpia,Monto,Moneda,Monto_USD,Significativa,Premio_USD,Inscripcion_USD_web,Significativa_400
Convocatoria | Street Art Festival 2025: Past Perspectives,Convocatoria | Street Art Festival 2025: Past Perspectives,,https://on-the-move.org/news/street-art-festival-2025-past-perspectives-art-public-space-czech-republic,República Checa,"June 1, 2025",Yes,Street Art Festival ,,No,"Dirigido a artistas interesados en intervenciones artísticas en espacios públicos. No requiere pago para participar. Disciplina: arte urbano. Abierto a artistas de todo el mundo, incluidas personas de Latinoamérica.",,https://streetart-festival.cz/street-art-festival-in-olomouc-announces-open-call/,Convocatoria,"Visuales, Diseño, Street Art ",2025-04-05 22:15:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,,,False,,,False
Residencia | Programa de Artista en Residencia 2025,Residencia | Programa de Artista en Residencia 2025,,https://on-the-move.org/news/culture-directorate-malta-artist-residence-initiative-2025-malta,Malta,"April 28, 2025",Yes, Dirección de Cultura de Malta ,,No,"Convocatoria abierta a artistas de todo el mundo, consagrados y emergentes con un mínimo de dos años de experiencia demostrada en su respectivo campo. La residencia proporciona una plataforma para la exploración, la conexión y la reflexión en todas las disciplinas artísticas. La residencia, de un mes de duración, se realizará entre el 01/07 y el 30/09/2025. El presupuesto asignado cubre un máximo de dos artistas, con un presupuesto máximo de 10.000 € por artista. ",,https://direttoratkultura.gov.mt/en/opportunities/,Residencia,Multidisciplinar,2025-04-05 22:15:00,,,No,No,,No,,,No,,,Sin cargo,Otras,10000.0,EUR,10800.0,True,,,False
Residencia | Bom Dia OASis Residency 2025,Residencia | Bom Dia OASis Residency 2025,,https://on-the-move.org/news/cultivamos-cultura-bom-dia-oasis-residency-2025-portugal,Portugal,"April 15, 2025",Yes, Cultivamos Cultura - Programa de residencias OASis,,No,"Convocatoria abierta a creadores, artistas, investigadores internacionales de diversos campos y disciplinas, así como a profesionales y expertos que operan en la intersección de la cultura y otras disciplinas. Las solicitudes pueden presentarse individualmente. Los participantes seleccionados deben estar presentes en Cultivamos Cultura para crear, producir e implementar su proyecto dentro del plazo aprobado.",,https://cultivamoscultura.com/2025/03/03/bom-dia-residency-open-call/,Residencia,"Multidisciplinar, Investigación, Interdisciplinario ",2025-04-05 22:15:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,EUR,,False,,,False
Beca | Beca de Residencia Heritage in transformation 2026-27,Beca | Beca de Residencia Heritage in transformation 2026-27,,https://on-the-move.org/news/humboldt-universitat-zu-berlin-addressing-heritage-loss-fellowship-2026-27-germany,Alemania,"April 14, 2025",Yes,Käte Hamburger Kolleg | Centre for Advanced Study: inherit. heritage in transformation,,No,"Dirigido a investigadores, artistas, cineastas y curadores con experiencia relevante en estudios de patrimonio. Las solicitudes deberán centrarse en la lucha contra la pérdida del patrimonio y  estar relacionadas con uno o más de los temas rectores: descentrar Occidente, descentrar lo humano y transformar el valor. Disciplinas: artes visuales, cine y áreas relacionadas al patrimonio. Abierto a postulantes de América Latina y otras regiones subrepresentadas.",,https://inherit.hu-berlin.de/open-call,Beca,"Otras, Investigación, Interdisciplinario, Patrimonio Cultural, Cine",2025-04-05 22:15:00,,,No,No,,No,,,No,,,Sin cargo,Cine,,EUR,,False,,,False
Residencia | Programa de Artistas en Residencia ACAC 2025,Residencia | Programa de Artistas en Residencia ACAC 2025,,https://on-the-move.org/news/aomori-contemporary-art-centre-artist-residence-programme-2025-japan,Japón,"April 13, 2025",Yes,Aomori Contemporary Art Centre,,No,"Dirigido a artistas, curadores e investigadores de todo el mundo. Disciplinas: artes contemporáneas. Los residentes realizarán investigaciones, crearán obras de arte, organizarán diversos eventos y, finalmente, presentarán sus resultados, con el apoyo continuo de los curadores, técnicos y personal del ACAC. Los resultados se presentarán en la sede de este año (del 14 al 29 de noviembre de 2025). El título de este año es ""CAMP"".",,https://acac-aomori.jp/public/application-guideline-artist-in-residence-program-2025-camp/,Residencia,"Visuales, Diseño, Otras, Curaduría, Investigación",2025-04-05 22:15:00,,,No,No,,No,,,No,,,Sin cargo,Diseño,,JPY,,False,,,False
Convocatoria | 17th Edition Prisma Art Priza Rome,Convocatoria | 17th Edition Prisma Art Priza Rome,,https://www.prismaartprize.com/,Italia,"July 5, 2025",Yes,Prisma Art Varco SRL,,No,"Dirigida a todos los artistas vivos, sin límite de edad, sexo, nacionalidad ni etnia. Disciplina: pintura, dibujo y grabado de cualquier tamaño y soporte. Requiere pago de inscripción. Las obras finalistas serán exhibidas en la galería online y podrán ganar premios trimestrales. Además, podrían ser elegidas para una exposición anual, un catálogo y premios de residencia o individuales organizados por colaboradores al final de cada trimestre.",,https://www.prismaartprize.com/,Convocatoria,"Visuales, Pintura, Dibujo, Grabado",2025-04-05 22:18:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,,EUR,,False,,,False
Convocatoria | Exposición Blue Photo ,Convocatoria | Exposición Blue Photo ,,https://decodegallery.com/blue,EEUU,"April 25, 2025",Yes,Decode Gallery,,No,"Dirigida a todos los fotógrafos del mundo, tanto aficionados como profesionales. Tema El Azul. Requiere pago de inscripción. Disciplina: fotografía. Se seleccionará al menos 26 imágenes para su exhibición. La galería se encarga de la impresión gratuita de los fotógrafos aceptados.",,https://decodegallery.com/blue,Convocatoria,"Visuales, Fotografía",2025-04-05 22:20:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,,USD,,False,,40.0,False
Convocatoria | Exposición Fotográfica Square,Convocatoria | Exposición Fotográfica Square,,https://decodegallery.com/square-call-for-entry,EEUU,"April 11, 2025",Yes,Decode Gallery,,No,"Dirigido a fotógrafos de cualquier nacionalidad. Requiere un pago de $40 USD por entrada (hasta 10 imágenes). Disciplina: fotografía en formato cuadrado (1:1) en cualquier género. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.",,https://decodegallery.com/square-call-for-entry,Convocatoria,"Visuales, Fotografía",2025-04-05 22:22:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,40.0,USD,40.0,False,,40.0,False
Convocatoria |  Salón de Artes Visuales de La Pampa. Sección Grabado 2025,Convocatoria |  Salón de Artes Visuales de La Pampa. Sección Grabado 2025,Destacar,https://apn.lapampa.gob.ar/nota/detalle/id/27055/Abre-la-convocatoria-para-el-Saln-de-Grabado-2025,Argentina,"May 13, 2025",Yes,"Museo Provincial de Artes (MPArtes), Secretaría de Cultura de La Pampa",,No,"Dirigido a artistas visuales argentinos y extranjeros con al menos dos años de residencia en Argentina, mayores de 18 años. Los artistas podrán participar con sólo una (1) obra. La temática será libre. Disciplina: grabado en relieve, grabado planográfico, grabado en hueco, y técnicas gráficas experimentales (técnicas mixtas, objetos gráficos, libros de artista con tiraje, gráficos digitales). Un primer premio de $1.200.000, un segundo premio de $1.100.000 y un premio especial a la mejor obra de autoría pampeana de $1.200.000. ",,https://apn.lapampa.gob.ar/nota/detalle/id/27055/Abre-la-convocatoria-para-el-Saln-de-Grabado-2025,Convocatoria,"Visuales, Grabado",2025-04-05 22:25:00,Destacar?,,No,No,,No,,,No,,,Sin cargo,Visuales,1200000.0,ARS,1320.0,True,1200000.0,,True
Convocatoria | Secret Garden Online Art Competition 2025,Convocatoria | Secret Garden Online Art Competition 2025,,https://tenmoirgallery.com/secret-garden-2025-online-art-competition/,Virtual,"May 1, 2025",Yes,Ten Moir Gallery,,No,Dirigido a artistas y fotógrafos de todo el mundo mayores de 18 años. Requiere un pago de $12 por obra presentada. Disciplinas: artes visuales en formatos 2D y 3D inspirados en flora y fauna. Abierto a artistas de Latinoamérica.,,https://tenmoirgallery.com/secret-garden-2025-online-art-competition/,Convocatoria,"Visuales, Pintura, Fotografía, Dibujo",2025-04-05 22:27:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,12.0,USD,12.0,False,150.0,12.0,False
Premio | Concurso Aprendiendo a descubrir. El mejor legado de Sarmiento,Premio | Concurso Aprendiendo a descubrir. El mejor legado de Sarmiento,,https://casanatalsarmiento.cultura.gob.ar/noticia/bases-y-condiciones-concurso-aprendiendo-a-descubrir-el-legado-de-sarmiento/,Argentina,"April 30, 2025",Yes,Casa Natal de Sarmiento – Museo y Biblioteca,,No,"Dirigido a personas mayores de 18 años sin restricciones de nacionalidad. Se invita a todos los interesados a capturar, a través del lente, el impacto y la trascendencia del legado de Domingo Faustino Sarmiento en la sociedad argentina. No requiere pago. Disciplina: fotografía. Abierto a participantes de todo el mundo.",,https://casanatalsarmiento.cultura.gob.ar/noticia/bases-y-condiciones-concurso-aprendiendo-a-descubrir-el-legado-de-sarmiento/,Premio,"Visuales, Fotografía",2025-04-05 22:27:00,,,No,No,,No,,,No,,,Sin cargo,Visuales,,ARS,,False,300000.0,,True
Convocatoria | Exposición Fotográfica Black and White,Convocatoria | Exposición Fotográfica Black and White,,https://decodegallery.com/bw,EEUU,"May 23, 2025",Yes,"Decode Gallery de Tucson, Arizona",,No,"Dirigido a fotógrafos internacionales interesados en el blanco y negro. Requiere pago de inscripción. Disciplina: fotografía. Abierto a artistas de todo el mundo, incluida Latinoamérica.",,https://decodegallery.com/bw,Convocatoria,"Visuales, Fotografía",2025-04-05 22:27:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,,USD,,False,,40.0,False
Convocatoria | True Blue Online Art Competition 2025,Convocatoria | True Blue Online Art Competition 2025,,https://tenmoirgallery.com/true-blue-2025-online-art-competition/,Virtual,"April 30, 2025",Yes,Ten Moir Gallery,,No,Dirigido a artistas y fotógrafos mayores de 18 años de todo el mundo. Requiere un pago de $12 por cada obra enviada. Disciplinas: artes visuales en formatos 2D y 3D.  Tema relacionado con el Azul y las múltiples tonalidades de azul. Abierto para artistas de Latinoamérica.,,https://tenmoirgallery.com/true-blue-2025-online-art-competition/,Convocatoria,"Visuales, Fotografía, Pintura, Dibujo",2025-04-05 22:28:00,Falopa,,No,No,,No,,,No,,,Pago,Visuales,12.0,USD,12.0,False,150.0,12.0,False
Convocatoria | FUTURA 5: herramientas para una cultura en movimiento,Convocatoria | FUTURA 5: herramientas para una cultura en movimiento,,https://www.cceba.org.ar/formacion/futura-5-herramientas-para-una-cultura-en-movimiento,Argentina,"April 11, 2025",Yes,CCEBA - Fundación Williams,,No,"Dirigido a gestores y creadores culturales de toda Argentina. Disciplinas: gestión cultural y enfoques interdisciplinarios en cultura, educación, salud, ambiente, tecnología, entre otros. Consta de tres etapas, la primera de formación a cargo de referentes del sector cultural y posteriormente, la etapa de acompañamiento profesional en el desarrollo e implementación de proyectos.",,https://www.cceba.org.ar/formacion/futura-5-herramientas-para-una-cultura-en-movimiento,Convocatoria,"Otras, Gestión Cultural, Organizaciones Culturales, Creadores",2025-04-05 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Otras,,ARS,,False,,,False
Convocatoria | Exploración visual y sonora. El proceso creativo de The Rhythm of the Ocean,Convocatoria | Exploración visual y sonora. El proceso creativo de The Rhythm of the Ocean,,https://www.cceba.org.ar/medialab/exploracion-visual-y-sonora,Argentina,"April 28, 2025",Yes,CCEBA MediaLAB,,No,"Convocatoria para inscribirse en el Seminario ONLINE a cargo de Desilence (Tatiana Halbach y Søren Christensen) que se llevará a cabo el 28 y 30 de abril 2025 de 15 a 17h (Argentina) 20 a 22h (España). Dirigido a artistas visuales, músicos, diseñadores, creativos y cualquier persona interesada en la fusión entre arte, tecnología y sonido.",,https://www.cceba.org.ar/medialab/exploracion-visual-y-sonora,Convocatoria,"Música, Visuales, Diseño, Arte Sonoro, Tecnología, Audiovisual",2025-04-05 22:30:00,,,No,No,,No,,,No,,,Sin cargo,Música,,ARS,,False,,,False
Convocatoria | 27 Mecal Festival Internacional de Cortometrajes y Animación de Barcelona,Convocatoria | 27 Mecal Festival Internacional de Cortometrajes y Animación de Barcelona,,https://festhome.com/festival/38,España,"April 15, 2025",Yes,MECAL PRO. Festival Internacional de Cortometrajes y Animación de Barcelona,,No,"Se convoca a cineastas de todo el mundo —incluyendo estudiantes y jóvenes talentos— a presentar obras audiovisuales de hasta 30 minutos realizadas a partir de enero de 2023. La convocatoria, de temática libre, incluye secciones competitivas de Ficción, Animación, Oblicua y Documental, y contempla numerosos premios otorgados por jurados especializados y el público.",,http://www.mecalbcn.org/,Convocatoria,"Cine, Cortometraje, Animación",2025-04-08 08:06:00,,,No,No,,No,,,No,,,Pago,Cine,,EUR,,False,1080.0,10.8,True
Convocatoria | Festival Internacional de Cine de Valdivia,Convocatoria | Festival Internacional de Cine de Valdivia,,https://festhome.com/festival/616,Chile,"April 25, 2025",Yes,Festival Internacional de Cine de Valdivia,,No,"Dirigido a cineastas de todo el mundo. Requiere pago de inscripción. Disciplina: cine. Abierto a artistas de América Latina. El Festival Internacional de Cine de Valdivia exhibe cine chileno e internacional en cinco categorías competitivas: Largometraje, Largometraje Juvenil, Cortometraje de Latinoamérica y el Caribe, Cortometraje Infantil de Latinoamérica y el Caribe, y Cortometraje Chileno de Estudiantes de Cine y Audiovisual. El certamen tendrá lugar en la ciudad de Valdivia entre el 13 y el 19 de octubre de 2025.",,https://festhome.com/festival/616,Convocatoria,Cine,2025-04-08 08:06:00,,,No,No,,No,,,No,,,Pago,Cine,,CLP,,False,,0.0,False
Convocatoria | Bengaluru International Short Film Festival,Convocatoria | Bengaluru International Short Film Festival,,https://festhome.com/festival/1177,India,"April 30, 2025",Yes,Bengaluru International Short Film Festival,,No,"Dirigido a cineastas que presenten cortometrajes de ficción, documental y experimental. Requiere pago para ser considerado. Disciplinas: cine. Abierto a artistas de América Latina y el Caribe.",,https://bisff.in,Convocatoria,"Cine, Cortometrajes",2025-04-08 08:06:00,,,No,No,,No,,,No,,,Pago,Cine,,,,False,,0.0,False
Convocatoria | CineBH - Belo Horizonte International Film Festival ,Convocatoria | CineBH - Belo Horizonte International Film Festival ,,https://festhome.com/festival/7803,Brasil,"May 5, 2025",Yes,Cine BH,,No,"Dirigido a cineastas y productores de cine. Requiere pago. Disciplina: cine. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.",,https://cinebh.com.br,Convocatoria,Cine,2025-04-08 08:07:00,,,No,No,,No,,,No,,,Pago,Cine,,BRL,,False,200000.0,0.0,True
Convocatoria | 21° Festival Court Métrange ,Convocatoria | 21° Festival Court Métrange ,,https://festhome.com/festival/7718,Francia,"May 18, 2025",Yes,Festival Court Métrange,,No,"Dirigido a cineastas de todo el mundo con cortometrajes Fantásticos, Extraños e Inusuales. El Festival tiene como objetivo promover y popularizar la creación de cortometrajes de ficción y freak 'n fantastic. Requiere pago para la inscripción. Disciplina: cine. Abierto a participantes de América Latina.",,https://courtmetrange.eu/en/,Convocatoria,"Cine, Cortometraje",2025-04-08 08:08:00,,,No,No,,No,,,No,,,Pago,Cine,,EUR,,False,,0.3456,False
Convocatoria | LA Shorts International Film Festival,Convocatoria | LA Shorts International Film Festival,,https://festhome.com/festival/1983,EEUU,"May 2, 2025",Yes,LA Shorts International Film Festival,,No,"Dirigido a cineastas de cualquier nivel de experiencia. Requiere pago para participar. Disciplina: cine, específicamente cortometrajes. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.",,https://www.lashortsfest.com,Convocatoria,"Cine, Cortometrajes",2025-04-08 08:08:00,,,No,No,,No,,,No,,,Pago,Cine,,USD,,False,4.4,23.0,False
Residencia | Loop Art Critique & Laura Hyunjhee Kim,Residencia | Loop Art Critique & Laura Hyunjhee Kim,,https://www.artconnect.com/opportunity/vtzF4qX9t6VradfrAdg0B,EEUU,"April 29, 2025",Yes,Loop Art Critique,,No,"Dirigido a artistas que utilicen herramientas digitales, medios interactivos, vídeo y tecnologías inmersivas, así como medios tradicionales que puedan integrarse en un entorno espacial de Internet. El LAC opera en un espacio virtual, la mayoría de las obras presentadas son digitales. Los artistas seleccionados participarán en un club de crítica de 6 semanas que se reúne 2 veces por semana en el metaverso de Loop.",,https://loop.onland.io,Residencia,"Visuales, Arte digital, Nuevos medios, Video, Medios interactivos, Tecnologías Inmersivas",2025-04-08 08:56:00,,,No,No,,No,,https://loop.onland.io,No,,,Sin cargo,Cine,,USD,,False,,,False
Convocatoria | CICA Contemporary Art Solo Show Series Spring 2026,Convocatoria | CICA Contemporary Art Solo Show Series Spring 2026,,https://www.artconnect.com/opportunity/avWsMZ2w4Lv4NHx-JYuWs,Corea del Sur,"April 14, 2025",Yes,CICA Museo de Arte Moderno,,No,"Dirigido a artistas de todo el mundo interesados en exposiciones individuales de arte contemporáneo. Requiere pago para participar. Cada artista seleccionado tendrá una exposición individual durante una semana entre enero y junio de 2026 en la galería de unos 44 m2. Las categorías incluyen: Pintura, Fotografía, Escultura e Instalación, Performance, vídeo y arte de nuevos medios. ",,https://cicamuseum.com/call-for-artists-contemporary-art-solo-show-series/,Convocatoria,"Visuales, Pintura, Fotografía, Escultura, Instalación, Performance, Video, Nuevos medios",2025-04-08 09:03:00,,,No,No,,No,,https://cicamuseum.com/call-for-artists-contemporary-art-solo-show-series/,No,,,Pago,Escénicas,,,,False,,,False
Residencia | LGBTQ+ Visual Artist Residency 2025,Residencia | LGBTQ+ Visual Artist Residency 2025,,https://www.artconnect.com/opportunity/h1oqNObMK60S53b5dH7jj,EEUU,"April 13, 2025",Yes,,,No,"Dirigido a artistas visuales LGBTQ+ mayores de 18 años. Requiere pago. Disciplina: artes visuales. Abierto a participantes de todo el mundo, incluyendo artistas de Latinoamérica.",,https://velvetparkmedia.com/application2025/,Residencia,Visuales,2025-04-08 09:03:00,Falopa,,No,No,,No,,https://velvetparkmedia.com/application2025/,No,,,Pago,Visuales,,USD,,False,,,False
Residencia | Travelling Print Residency,Residencia | Travelling Print Residency,,https://www.artconnect.com/opportunity/QoKu6tbIqEDtSQvjXNZMS,Bulgaria,"April 14, 2025",Yes,Nopoint Atelier,,No,"una residencia itinerante de impresión combina un viaje por carretera de 7 días, empezando por el sur y siguiendo hacia el norte, y el trabajo artístico con impresión. Dirigido a artistas gráficos y grabadores interesados en explorar técnicas de impresión. Requiere pago. Disciplinas: grabado y diseño gráfico. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.",,https://www.nopointatelier.com/2025-travelling-print-residency,Residencia,"Visuales, Grabado, Diseño",2025-04-08 09:03:00,,,No,No,,No,,https://www.nopointatelier.com/2025-travelling-print-residency,No,,,Pago,Diseño,,,,False,,,False
Residencia | Inhouse Print Residency,Residencia | Inhouse Print Residency,,https://www.artconnect.com/opportunity/SCL5JoEW_23FJURj6kpD8,Bulgaria,"April 14, 2025",Yes,Nopoint Atelier,,No,"Dirigido a artistas y colectivos interesados en las artes gráficas y la impresión. No requiere pago de inscripción, pero tiene costo de €1,250 por dos semanas. Disciplinas: artes gráficas y técnicas de impresión. Abierto a artistas de todo el mundo, incluyendo Latinoamérica.",,https://www.nopointatelier.com/2025-inhouse-print-residency,Residencia,"Visuales, Artes Gráficas, Impresión",2025-04-08 09:03:00,,,No,No,,No,,https://www.nopointatelier.com/2025-inhouse-print-residency,No,,,Pago,Diseño,1250.0,EUR,1350.0,True,,,False
